sample_id,source_file,sha256,source_format,width,height,resized_width,resized_height,crop_x0,crop_y0,caption,dup_group,dev200_idx,subset500
00323,DIV8K/train_HR/1478.png,cd464d4d6f264ba5225e0b908054a1d485b6b9a0f23fdec80f7d9224ef677346,PNG,7680,4992,3151,2048,551,0,,,,
00324,DIV8K/train_HR/1153.png,1984c4c8863262597595c336464834ada1f9536e3c867127cbf00efa9cadd574,PNG,3264,2112,3165,2048,558,0,,,,
00325,DIV8K/train_HR/0815.png,57752d59e1aa0b51348debf62682b79fff248b851493e6889d4aeec57177de44,PNG,6720,4416,3117,2048,534,0,,,,
00326,DIV8K/train_HR/1468.png,7cd5914fe74f51526ca2c98d9838a3feb0a258450fdb94d9a43fdad57e910f54,PNG,4992,7680,2048,3151,0,551,,,,
00327,DIV8K/train_HR/1098.png,d918a9e2aa8c506116ed098248bc5a75296404d423db86d2a3d537a27f20778a,PNG,4416,6720,2048,3117,0,534,,,,
00328,DIV8K/train_HR/1288.png,2e025248a1f6a72fba636228ae80a4f917ebd9b2f83b7e2d930391641f4d7c2c,PNG,6720,4416,3117,2048,534,0,,,,
00329,DIV8K/train_HR/1349.png,1fea46a827d724b12ebb7552fbe39c1008ad3f345694933f07a322dd34e34f8d,PNG,2880,6720,2048,4779,0,1365,,,,
00330,DIV8K/train_HR/0506.png,5e0f0a11ae6c17f7804dc8fd1815125f77e35b6855f1e5934975d7de5bf9efbd,PNG,6336,6720,2048,2172,0,62,,,,
00331,DIV8K/train_HR/0680.png,f98c13f6f33f55ffdf744d918b413f1032cc010564d368efa44aaf4788aa57a2,PNG,3264,2112,3165,2048,558,0,,,,
00332,DIV8K/train_HR/1326.png,53ff9ea78e8b914b69d67872329b91c42e8d1511cf5847c56b601dcc3c0f067a,PNG,6720,3648,3773,2048,862,0,,,,
00333,DIV8K/train_HR/1473.png,8fcf263cef0b033dc64dcb6c86a1f308794852ec6e8c36c7cc41329b49c81ec8,PNG,4992,7680,2048,3151,0,551,,,,
00334,DIV8K/train_HR/0531.png,de77648c330b0f3d8c1c9a4308ae743c85d2ed4859eedeaccfe20ba942c51ce0,PNG,3264,2112,3165,2048,558,0,,,,
00335,DIV8K/train_HR/0405.png,eaffd1a74309c11ac64de438ac370b53494b9f73055c8ca9886e8248cc2cd3db,PNG,3840,5760,2048,3072,0,512,,,,
00336,DIV8K/train_HR/0244.png,4dbc1149608fa20a35e8a9ff8b4cf8d562a46658c22fa5df0c9c3866daa3cde4,PNG,5760,3840,3072,2048,512,0,,,,
00337,DIV8K/train_HR/0681.png,e037a4280767e21b1560925f3dedd39f9cee76a31e3f9898a298204629f1e5d8,PNG,6720,4416,3117,2048,534,0,,,,
00338,DIV8K/train_HR/1239.png,65fe0c18e0bf32af2e7e3a666b42f272c0874a44631d7f0bc6468e82eb88874c,PNG,6720,4416,3117,2048,534,0,,,,
00339,DIV8K/train_HR/0829.png,eaacc5f2fda727d09d18cd7973c2988eb4ddd567d6ec7a835cc1e97fdf924876,PNG,6720,4416,3117,2048,534,0,,,,
00340,DIV8K/train_HR/1089.png,0c9b0b351750484209271ab723db3a827f66cf5373a90338a99ba720dedcd023,PNG,6720,4992,2757,2048,354,0,,,,
00341,DIV8K/train_HR/0231.png,a81f66542bd7fcf98fb39b13bfd337292ba06c0039617862042ba75b2d7839dd,PNG,3840,5760,2048,3072,0,512,,,,
00342,DIV8K/train_HR/0078.png,8e89f0471e4134bdc2da0c207ac6e25dce6ab7f7103872920261bb6093ffae2c,PNG,5760,3840,3072,2048,512,0,,,,
00343,DIV8K/train_HR/1040.png,44f724cac5b6196c2e8f2d5621c4968208c0095aa850f5a62880f1234e24c6bf,PNG,6720,4416,3117,2048,534,0,,,,
00344,DIV8K/train_HR/1487.png,f0c6fb4f09258bf90c62cb580971101d70e77b0d667ed3542d2b44905666d1b0,PNG,5760,7680,2048,2731,0,341,,,,
00345,DIV8K/train_HR/1033.png,052101cbba1f84bca35dc071aa87cc001fab12d6f15890e33bf43ad764436840,PNG,6720,4416,3117,2048,534,0,,,,
00346,DIV8K/train_HR/1421.png,906658fb490da514aff858dfbd6d1008676983f864d06386cf57c3136fcaa078,PNG,4992,7680,2048,3151,0,551,,,,
00347,DIV8K/train_HR/0974.png,ef7e280b4f80e447a9721c03d6ab58e1ac4fdeba6d70781f12ebc248a75608cd,PNG,6720,4416,3117,2048,534,0,,,,
00348,DIV8K/train_HR/0438.png,edd096385f2a779a5efba3d79d1c8b632e9bbd7ed30743184ad50b858b986d5b,PNG,5760,3840,3072,2048,512,0,,,,
00349,DIV8K/train_HR/0656.png,159e90c105fb61a904c952198eba02d9d33a5b800c97907e64f6281af301633a,PNG,6720,3840,3584,2048,768,0,,,,
00350,DIV8K/train_HR/0536.png,6bfa2d56e4538fa2a7edadae4dffe17379fe40c5707466797c8fb71ba6dd9c89,PNG,5184,6720,2048,2655,0,303,,,,
00351,DIV8K/train_HR/0189.png,5cc0d883d85b7514c0e8b1d455bbab24e14f4b78f74b0707c8a34774a9b899de,PNG,2880,2112,2793,2048,372,0,,,,
00352,DIV8K/train_HR/0498.png,211691578cc02f516e2305db8b6cdcd918dd31d752903fa90c05e783719cce3b,PNG,2304,3264,2048,2901,0,426,,,,
00353,DIV8K/train_HR/0899.png,9207e2042c4a8f32e62772d6f0ddcc5b149016dcff2fb76b253a6fccf07d430e,PNG,6720,4416,3117,2048,534,0,,,,
00354,DIV8K/train_HR/1107.png,5cacb71cfd497e54dead4db42ea501a5f258812f7b135fe92ace96b3291ca7c8,PNG,4416,6720,2048,3117,0,534,,,,
00355,DIV8K/train_HR/1205.png,52a56ba233b18c39d1977142e545a933d9498bad5166220e30aa0d58d3512986,PNG,6720,4224,3258,2048,605,0,,,,
00356,DIV8K/train_HR/1208.png,1b3e5df316d0e5fb7a298c662f973e7f442edb2a2436fc6f037c20a5acb0f503,PNG,6720,3648,3773,2048,862,0,,,,
00357,DIV8K/train_HR/1088.png,b8cf60c8995aa29d8186de9b7337803e6b9d8382a72d7f1795f0e744c2514917,PNG,4416,6720,2048,3117,0,534,,,,
00358,DIV8K/train_HR/0553.png,8c2d84753b98753c8ebbc4cad7f5b433982b7eed84dc488e7fdbcc1444dea090,PNG,4800,6720,2048,2867,0,409,,,,
00359,DIV8K/train_HR/0941.png,692024f234bbba818c2f325712040c4cc08706112b8cc254a61e4925b4dd6e19,PNG,6720,4416,3117,2048,534,0,,,,
00360,DIV8K/train_HR/0852.png,599e0cbfbacc634f61a1394b87e13d884c15ec072194e1def0213075606f1aee,PNG,6720,4416,3117,2048,534,0,,,,
00361,DIV8K/train_HR/0087.png,633420159f99e84f07a894205b4e80cc60c0179b4213558510554f53feda1efb,PNG,3456,5760,2048,3413,0,682,,,,
00362,DIV8K/train_HR/1148.png,fd8d34bdbe6499c9c5715778e5d79322e6288eab122c1088171a4d71f3815e27,PNG,2496,3264,2048,2678,0,315,,,,
00363,DIV8K/train_HR/1362.png,eff7068e41c605ec4e06912248eecf39a1618be5a1b7659880006c6fd200b7ed,PNG,6720,4416,3117,2048,534,0,,,,
00364,DIV8K/train_HR/0914.png,d91a5f804241c6c60d6b05af1e9578c3e66c5494f68f544bac68d36534e97fb4,PNG,4416,6720,2048,3117,0,534,,,,
00365,DIV8K/train_HR/0783.png,8d53cf2a6a3aa89e1c3f00d4f2d2a15037aa24be71c76afb421a76a3bc1dda5b,PNG,6720,2880,4779,2048,1365,0,,,,
00366,DIV8K/train_HR/1203.png,141249be33aadcab391020cbd37a2f5e2a928fbe8be483114d7ff259816eec94,PNG,6720,4608,2987,2048,469,0,,,,
00367,DIV8K/train_HR/0863.png,fc9aeaacf37d7940b5e791aaefebf5d693605a1bc8e54c84d153189c0dbea6d9,PNG,3264,2112,3165,2048,558,0,,,,
00368,DIV8K/train_HR/1471.png,53d0176fc0fe7100822204cefdc11cf28cf24832b789b5cb92249fd93e01c6f1,PNG,7680,4992,3151,2048,551,0,,,,
00369,DIV8K/train_HR/0596.png,8125de55efc4791dfbf1bf5ec48261db476df2fbcfe0e15df977bb5b5d2fcdd6,PNG,6720,4416,3117,2048,534,0,,,,
00370,DIV8K/train_HR/0246.png,1c23c4615cd618aba12b464ce4c730c1f7cfa4bea9837c11cbc85839f02616d8,PNG,3840,5760,2048,3072,0,512,,,,
00371,DIV8K/train_HR/0256.png,39ecb35dc380a8bcd0f4c360c6e882a6522d00af5ad3a32db4e368a086b234fa,PNG,5760,3840,3072,2048,512,0,,,,
00372,DIV8K/train_HR/0591.png,abd6cb3bc5ea46fd9fdc1cb94fc7ab3ef797462f12cf31ea8ccd7f77be8bd030,PNG,6720,4416,3117,2048,534,0,,,,
00373,DIV8K/train_HR/0915.png,fc100659f9805b49a903b4f74617e8cec3537adc738bc7596aa23eb54f34f4cf,PNG,3264,2112,3165,2048,558,0,,,,
00374,DIV8K/train_HR/0854.png,b795c7cb7c92edcdd7dcab8f7d71edcd7f8fcda0f7a1402b1575b1c407c5e6e1,PNG,6720,4416,3117,2048,534,0,,,,
00375,DIV8K/train_HR/0585.png,f0e2eac9b18c7189503e179d3162d098d3c1ca52993663cc570b7b0d790489d7,PNG,4416,6720,2048,3117,0,534,,,,
00376,DIV8K/train_HR/0866.png,4a0c6de365f00eea278f06387d8270fa77471053ca2bb0c252a821f4c2785297,PNG,6720,4416,3117,2048,534,0,,,,
00377,DIV8K/train_HR/0996.png,ef29be00f2bf410b0414eecb051e33d5a262d2217e9fcff4c8a34964079f9476,PNG,6720,4416,3117,2048,534,0,,,,
00378,DIV8K/train_HR/1178.png,3491bc4bc4d630abdfa990533da6ad73b403da43752e1e1748a62a90ceea5d0f,PNG,6720,4416,3117,2048,534,0,,,,
00379,DIV8K/train_HR/0361.png,46b6f3a51023ee93a291e6c38839838f675e88bd76b4a4330986d1293547d445,PNG,5760,3648,3234,2048,593,0,,,,
00380,DIV8K/train_HR/0879.png,3bbf1f607f0dd67f45e91fdfa1911848f45fa404428c801cdf323c5151b3c909,PNG,4416,6720,2048,3117,0,534,,,,
00381,DIV8K/train_HR/0106.png,23fbafa7a5f061c985bd7fe2260f0f1cd69fba85b1be76c011648f09a636851f,PNG,5760,3840,3072,2048,512,0,,,,
00382,DIV8K/train_HR/1176.png,3ca6bcdeca0f2244de12f5bdc3d14e93ea57246dad61ecf174f65955b8c8ed7b,PNG,6720,3072,4480,2048,1216,0,,,,
00383,DIV8K/train_HR/1090.png,b92fe494431a39c72bc823c3969b35a5060677aaae3cf4ee50870d6752d7a07a,PNG,4416,6720,2048,3117,0,534,,,,
00384,DIV8K/train_HR/0652.png,85e2f0827e74a5995b98aff0335a850f729107ee64ba320ba38b6bbfa2e91aec,PNG,6720,2496,5514,2048,1733,0,,,,
00385,DIV8K/train_HR/1217.png,5552303e418251b3ef2bb7e71afa2c80e6555c564f7b535f62496aa37a3abfe0,PNG,6720,4416,3117,2048,534,0,,,,
00386,DIV8K/train_HR/0837.png,55640c29d84506cb1efcbb6077d70d73d1f0a1120087ab60f5fb55482ba5908d,PNG,6720,4416,3117,2048,534,0,,,,
00387,DIV8K/train_HR/1399.png,819da0338f7a104f0708a1fe7edf4ba7b159e74001dcd72046d3aba1a3d57ea0,PNG,6720,4416,3117,2048,534,0,,,,
00388,DIV8K/train_HR/0872.png,b24e130bca26f6b3aa1ba70e1a0fbd12695cfa052a207b39c07b850c29262eee,PNG,4416,6720,2048,3117,0,534,,,,
00389,DIV8K/train_HR/1425.png,5471544382fec479ae868c9e6fa0a22639d6021ee49d56f0d43693e0a4898045,PNG,4992,7680,2048,3151,0,551,,,,
00390,DIV8K/train_HR/0973.png,d4665cb50e4bea63ee20d1f034bf8bb843745ebf0c4f748038130a97d05d73a2,PNG,6720,4416,3117,2048,534,0,,,,
00391,DIV8K/train_HR/1087.png,2e961c54496122aa079fee7646d13dc4198c936b5b47e475f28a3a05ee839cb6,PNG,6720,4416,3117,2048,534,0,,,,
00392,DIV8K/train_HR/1228.png,bf58f580a8fb33a5bf845023e5e3e51b5e63ee178f6741b7a2dd6ceb3b1ffc12,PNG,6720,6144,2240,2048,96,0,,,,
00393,DIV8K/train_HR/1232.png,6b25dca9b80ae750a04baecbafd48b9143fbb31888be0b547b46f66faf1f1b94,PNG,6720,4416,3117,2048,534,0,,,,
00394,DIV8K/train_HR/1254.png,3d6f0c90b69d896cea9b010992dc75e48f2d07da09cc0e249eaf0354dcc77d04,PNG,6720,4416,3117,2048,534,0,,,,
00395,DIV8K/train_HR/1058.png,48b08167060cad948cde5a3dc91273399f32f20b07a9de880dccf7a12ec18047,PNG,6720,4416,3117,2048,534,0,,,,
00396,DIV8K/train_HR/1273.png,b0a30795bf0ba007cb98c7d74fa327a1e7677cc44d82398620bfa43fbd5a2827,PNG,6720,4416,3117,2048,534,0,,,,
00397,DIV8K/train_HR/0969.png,5d80b7a78614d52decdde7c5a8b9927ed41841b3c28f4f44ea8ead74142d8d20,PNG,3264,2112,3165,2048,558,0,,,,
00398,DIV8K/train_HR/0628.png,b6ecd4e0a2864581dcb087b87a47383393f880d0ec3ecb04c8512e25b21d705b,PNG,6720,4416,3117,2048,534,0,,,,
00399,DIV8K/train_HR/0437.png,17748d6c580602df67b39dc1206a4e94f5f242bea3139f31191a669292d319b3,PNG,5760,3456,3413,2048,682,0,,,,
00400,DIV8K/train_HR/1397.png,201eb014b3dae845461efd52f633b4420965a724bf6f8a99a71cd2d2ffae5111,PNG,6720,4608,2987,2048,469,0,,,,
00401,DIV8K/train_HR/0663.png,d711f8dc163bc6fc70d5bb4b387d386659ec3dbe88a5ee0b2e586153b8960b79,PNG,6720,4032,3413,2048,682,0,,,,
00402,DIV8K/train_HR/1259.png,1170fe707565f23398391cb1d75725272525a49ff685476798ca655d0a652f7a,PNG,6720,4416,3117,2048,534,0,,,,
00403,DIV8K/train_HR/0860.png,d4c557265faeeccd8770d501db5b3f20c261a66b8fc8d8ea20397973ab948350,PNG,6720,4416,3117,2048,534,0,,,,
00404,DIV8K/train_HR/0749.png,1091711d99f6aee3bf520a72b401f437b16f475065b4fccdefbd545883a87b8c,PNG,6720,4416,3117,2048,534,0,,,,
00405,DIV8K/train_HR/0551.png,e5d5679b61131aaf85dff8ad6df75a80e91d0e7b32e607029c53228f3adc8ac2,PNG,6720,4032,3413,2048,682,0,,,,
00406,DIV8K/train_HR/0426.png,f38cb310033d877e4221dbd5c716b3b264e67abec2640660098cc91ada248175,PNG,5760,3840,3072,2048,512,0,,,,
00407,DIV8K/train_HR/1424.png,fad0de9ec29602c223cf5fd95d3ec67e19f0cac7ae7014aea569c7cbb10f2e1e,PNG,7680,4992,3151,2048,551,0,,,,
00408,DIV8K/train_HR/0350.png,dd88422ab78c86942a55785bcfd3c06946d19e0017fb523304fccb18f8a01268,PNG,5760,3840,3072,2048,512,0,,,,
00409,DIV8K/train_HR/1157.png,29c25e5703f9f1405024753ec5e278d06fb9feeaa7da05462ca68ad281dafb74,PNG,2112,3264,2048,3165,0,558,,,,
00410,DIV8K/train_HR/0793.png,537a103590be10146095fb1db3835f9c9d36a8d6716b30eddb2b201a7fb16927,PNG,6720,4416,3117,2048,534,0,,,,
00411,DIV8K/train_HR/0722.png,a2a45e9835a9808f745406ecf0d3c63aa5efb5a361ee25a2d716a7c1529a189e,PNG,6720,4416,3117,2048,534,0,,,,
00412,DIV8K/train_HR/1198.png,bc8e920d2ce42ccc7bba19384f0dce215b830e343ca56b63a8f2dcc40abc227a,PNG,6720,4416,3117,2048,534,0,,,,
00413,DIV8K/train_HR/0716.png,794fbb00a498ce16d4d198e6d3fe5d8d8e97d3cd3e53d2009f75ed41a893799d,PNG,6720,4416,3117,2048,534,0,,,,
00414,DIV8K/train_HR/0857.png,24e7491777dd9612a5e5eb20af83c2ab90c0631e1a326d6239c5890dfbd3b6ab,PNG,6720,4416,3117,2048,534,0,,,,
00415,DIV8K/train_HR/1342.png,27da1a744606aaf79544566f19da04de6d3f09d8091c7a376857aa592c37d78c,PNG,6720,4416,3117,2048,534,0,,,,
00416,DIV8K/train_HR/1093.png,17cdf0d8574ebde1cccdb75942079b20f97e94ba5b66e544447b994361356dfe,PNG,6720,4032,3413,2048,682,0,,,,
00417,DIV8K/train_HR/0621.png,a28396b3b58d2db532562078e20d5a0b72196dd598e59aec289b83fe5f413867,PNG,4800,6720,2048,2867,0,409,,,,
00418,DIV8K/train_HR/0327.png,69beab6c480d96d8f6e52802a07308d6babc8ac5212be92f15f862c3f5f0d03b,PNG,5760,3840,3072,2048,512,0,,,,
00419,DIV8K/train_HR/0659.png,4900b0b57697963c61ce15ebe3629d138d9019eb6045e2ff8feffd191bb3f7ce,PNG,6720,2688,5120,2048,1536,0,,,,
00420,DIV8K/train_HR/0081.png,1ca39dd44ecbd28e6e2edeedb5f7494d1acfd00a1465b871a6b401e0addf6f59,PNG,3840,5760,2048,3072,0,512,,,,
00421,DIV8K/train_HR/0545.png,0cb9cc7c5e668fbebc4f58c05c14bd132f5bee1fa85e7ec0f9a36fda9dd80e12,PNG,4416,6720,2048,3117,0,534,,,,
00422,DIV8K/train_HR/1182.png,ad1dbacab37361b42cc1115ea85e7e2f86b46a1e1a79f6251d939611a56565d3,PNG,6720,4416,3117,2048,534,0,,,,
00423,DIV8K/train_HR/0577.png,7c95e3ec37b1e56f0fd694a54272275c04a50bd0f3a39abde07dfa09ac3cf3fa,PNG,6720,4416,3117,2048,534,0,,,,
00424,DIV8K/train_HR/1119.png,f4d4a114a1a539223717a0dd960f7ab38e8c38d0b3f114e5189825c7e894f369,PNG,2112,3264,2048,3165,0,558,,,,
00425,DIV8K/train_HR/0846.png,86e8f29a735db30699742e024710a6592d9aaec948958e079b63e2a05ca0f8b1,PNG,6720,4416,3117,2048,534,0,,,,
00426,DIV8K/train_HR/0394.png,5af9b4af2c4e1ed7db2e17a771fd17a689e1a6a7e091e694034aad871f81d27b,PNG,5760,3840,3072,2048,512,0,,,,
00427,DIV8K/train_HR/1165.png,5476700a2fc8ff059474f37a1b1d8bac7260603ee316e8a2c6bf0f9d8fa65b24,PNG,6720,4416,3117,2048,534,0,,,,
00428,DIV8K/train_HR/0505.png,d21ea7dee295e3f8e4b05fac9ae81001003e279e27b501a5372976d2eb7ecb1e,PNG,4224,6720,2048,3258,0,605,,,,
00429,DIV8K/train_HR/0967.png,6dc7cd8c1d8d29e4af3647ce3591fd4199ed0e620c5f48055b144d34c5e30a98,PNG,6720,3072,4480,2048,1216,0,,,,
00430,DIV8K/train_HR/1441.png,d06884cdda9a764cab57384d970d6cfda840304e90d36ba72b87ad99f16da623,PNG,7680,4992,3151,2048,551,0,,,,
00431,DIV8K/train_HR/1183.png,9ddfd5cace402635b1723619a43f6f7d28ab8a9301d526980213ad1e2b14ecc1,PNG,6720,4800,2867,2048,409,0,,,,
00432,DIV8K/train_HR/0529.png,b197ae85dffdb487a5db9bf531bc0cfe8eb507486e8816d2f7cba9ec4bd2a3a4,PNG,3264,2112,3165,2048,558,0,,,,
00433,DIV8K/train_HR/0567.png,7a81f9c851f93a731c703da895e7e303139ac599d88b5e9c879c674c8a619a63,PNG,6720,4416,3117,2048,534,0,,,,
00434,DIV8K/train_HR/0226.png,02d6744240a4c1674281e1a4b0350cc456ad50e0924bdcd7adf1b4e4b4fb790b,PNG,5760,3840,3072,2048,512,0,,,,
00435,DIV8K/train_HR/0320.png,2567921c481bd941efaae03e08419cf59f9866f2544d1211f79313bfd04717ba,PNG,5760,3840,3072,2048,512,0,,,,
00436,DIV8K/train_HR/0992.png,cb51e61008c9237d3a3ed6dddd9086cedf808a32791553d63cb17a2637753c46,PNG,3264,2112,3165,2048,558,0,,,,
00437,DIV8K/train_HR/0666.png,789e509fd590e2fa13953a03665265ae8de5e3db3626e6a373ae78ad21e63d78,PNG,6720,6720,2048,2048,0,0,,,,
00438,DIV8K/train_HR/1320.png,8ab2883e76b8579eb96c51ddea5a60c515139bb0150f4707130c51258654239b,PNG,6720,4416,3117,2048,534,0,,,,
00439,DIV8K/train_HR/0646.png,aa321e0dff35636af55cec5bb3084543c5ee3eec8ac172f6b497e52bd7b6f803,PNG,6720,4416,3117,2048,534,0,,,,
00440,DIV8K/train_HR/0698.png,f90de10f3281c1e42e4eeec05ef38bb451a1bd16b15bb2445a5ba6aa7bb38e7a,PNG,4416,6720,2048,3117,0,534,,,,
00441,DIV8K/train_HR/0314.png,727872e48db85423fe64a0e09652f5af1b8796ec464b075655c5e6412284acbe,PNG,4224,5760,2048,2793,0,372,,,,
00442,DIV8K/train_HR/1386.png,7e480a0e5c0db094b00b4a01039fab606b55791cbabfa6b5d8191c1b3beb5af0,PNG,6720,4608,2987,2048,469,0,,,,
00443,DIV8K/train_HR/0751.png,1e453765b1982c4cd83554fcb96555cc54debf00b5501c0bbf47dcf1e5fab781,PNG,2112,3264,2048,3165,0,558,,,,
00444,DIV8K/train_HR/0139.png,62c087e1f56eb8a44dcaa06f69ec49b91e4d4890c859cc6f91d7eb40616c5631,PNG,5760,3456,3413,2048,682,0,,,,
00445,DIV8K/train_HR/0119.png,c04956adde24a6f5e5ef33e5e96567311249577c14fe156e7619f0da323f7152,PNG,5760,3840,3072,2048,512,0,,,,
00446,DIV8K/train_HR/0801.png,8e753d1d69d93aca1ab83f052e0f256c46307761b63c978fa9b97146d75cd880,PNG,4416,6720,2048,3117,0,534,,,,
00447,DIV8K/train_HR/0583.png,d37f49fab8d24651c7d1fd4a07c0ceabbec567c4daa6d576216ad496e920ae13,PNG,6720,4416,3117,2048,534,0,,,,
00448,DIV8K/train_HR/0537.png,7a79e4b3eb9d195d4b18116927d4034c331f096aeb898de1696d63a9a0b61a52,PNG,3840,6720,2048,3584,0,768,,,,
00449,DIV8K/train_HR/1401.png,f8b86dd7ab30d5a398f70fb4ef21e42231c32b6f96c9b2c1723defe7178265d1,PNG,7680,4992,3151,2048,551,0,,,,
00450,DIV8K/train_HR/1346.png,2eb0b9fbb62582a4b648a69987501d784e00d80139824282d590e1ee591e358e,PNG,6720,4416,3117,2048,534,0,,,,
00451,DIV8K/train_HR/0069.png,6430627f8b469fafccce93a05b514eee143c870bf12f0b621071193bfb5e90a2,PNG,5760,3072,3840,2048,896,0,,,,
00452,DIV8K/train_HR/0905.png,8428eff0bfb96ee93f1e9aab48033ce75360a98d17352f4539cf82e66c09939a,PNG,6720,4416,3117,2048,534,0,,,,
00453,DIV8K/train_HR/0805.png,9261f1728e8d27a7fd2f6768776b30558cbfa6901107971c765ef1a2f39ea40e,PNG,5760,6720,2048,2389,0,170,,,,
00454,DIV8K/train_HR/0104.png,17b7d60f585ca7af69892d807d7c4324fbbab036188fbbbe4ceea3a0dd229925,PNG,5760,3840,3072,2048,512,0,,,,
00455,DIV8K/train_HR/1318.png,67fafde2edb130cd0ac5e0a88ce337d6e237847a30c52529127325c2ca6fb3f1,PNG,6720,4416,3117,2048,534,0,,,,
00456,DIV8K/train_HR/0587.png,0d2f735d3c28baf2d973b4f38b710df7cd370328389a6d4f7156181df3eab9bf,PNG,6720,4416,3117,2048,534,0,,,,
00457,DIV8K/train_HR/1293.png,b72e9ad1529f9cb83920baa6450a08d940bf9eee42b91136522a3327fdd754f8,PNG,6720,2880,4779,2048,1365,0,,,,
00458,DIV8K/train_HR/1117.png,40c81c2298d40fceaa171e1d5c7beff66297addf3c371f0bc0074147c424e940,PNG,6720,4416,3117,2048,534,0,,,,
00459,DIV8K/train_HR/1054.png,4dec2bc7de9f3c2775ef22f53ae215d13beb51790a72c7af735e3553530ef7a5,PNG,6720,4416,3117,2048,534,0,,,,
00460,DIV8K/train_HR/0311.png,214c5c56b13a47ca7fa160a8e041f8222c655946ef640930eb8edcec76408bc3,PNG,5760,3840,3072,2048,512,0,,,,
00461,DIV8K/train_HR/0546.png,da6b81894c981a159b8f48534f89f7d7b70d0cbfe80c0737d9e19d1a82c96816,PNG,6720,4416,3117,2048,534,0,,,,
00462,DIV8K/train_HR/0555.png,0a229b287fe9a99aa3f5771eef3f06e68cf597162604af3d6edb49f73a7927fb,PNG,4416,6720,2048,3117,0,534,,,,
00463,DIV8K/train_HR/0943.png,9fdb49665d4b178c7725b70727c9519fb807031fa01cea84872b333321e5a5d0,PNG,6720,3264,4216,2048,1084,0,,,,
00464,DIV8K/train_HR/0723.png,b5dd5f9650f66a5af2e5e8a6b315ff4511859418d577b7581e6718a1b2a3c21a,PNG,6720,4416,3117,2048,534,0,,,,
00465,DIV8K/train_HR/0600.png,c113d765ab43795865998d581c4e643dd9e77ac7689d58ed713ba5d09116d78e,PNG,6720,4416,3117,2048,534,0,,,,
00466,DIV8K/train_HR/1227.png,51844264d016d5530f56d6d5cb87e92fad1318b9695cc0758cccb41e509cb468,PNG,6720,4416,3117,2048,534,0,,,,
00467,DIV8K/train_HR/1365.png,825904685a8636359060acfb2fe35d2381ef3d1b4b84777a63f2905d47e884da,PNG,6720,4416,3117,2048,534,0,,,,
00468,DIV8K/train_HR/0622.png,30d0df2c1f818c1f0d8f02a8e765cd7d3b098c1c18af7995e19e22dae347fd2f,PNG,6720,4416,3117,2048,534,0,,,,
00469,DIV8K/train_HR/0785.png,947fbb33550c8d20a4c34496205eb20c75cae1f4a7be9854a58cf28b0085c897,PNG,6720,4416,3117,2048,534,0,,,,
00470,DIV8K/train_HR/0940.png,bd7e14869f2ad2bd13b543a73473212e7b686558610601f30bd3d7d4840fa7c1,PNG,6720,4416,3117,2048,534,0,,,,
00471,DIV8K/train_HR/0900.png,31cd5a7d137936614726c94fc3b86f053e2b883b7d47101ff13e5d99a7c4fce8,PNG,6720,4416,3117,2048,534,0,,,,
00472,DIV8K/train_HR/1375.png,a0ed101f4a75ee350ec83f8e6292136e3b00146d5d653ea602753c441edc53b8,PNG,6720,4416,3117,2048,534,0,,,,
00473,DIV8K/train_HR/1257.png,d71d057b2aed34a84c098873925b2c2948f9cb70860f2e6fef509020d3e63854,PNG,6720,4032,3413,2048,682,0,,,,
00474,DIV8K/train_HR/0052.png,6cefded9322158b048e826a4df0f2d5338c8dc25e059bcc9dbb2546a09a3fd7b,PNG,5760,4224,2793,2048,372,0,,,,
00475,DIV8K/train_HR/0946.png,3f346ce1206346ff9fdca899fa40a7293eb675558ffbac07e9923e9f6ef6e653,PNG,6720,4416,3117,2048,534,0,,,,
00476,DIV8K/train_HR/0695.png,52d1f5cd5387793686a0c5cbc83cd94f1618ac5c64aa0746dd2f56b50f922642,PNG,6720,2688,5120,2048,1536,0,,,,
00477,DIV8K/train_HR/0090.png,e69a5807faec79936321ed3685ddbc67fb362580aa96c9c5dbd776cd0a6fb9b9,PNG,5760,3840,3072,2048,512,0,,,,
00478,DIV8K/train_HR/1076.png,f70386783c54ee834f4048fcff19f2c9320683b350c14f8cbf788cab64621965,PNG,6720,3648,3773,2048,862,0,,,,
00479,DIV8K/train_HR/1147.png,f6c1dfe111698dc1e5480748c39538b0a98b0131258cae6b95cddf97e2c094be,PNG,6720,4416,3117,2048,534,0,,,,
00480,DIV8K/train_HR/0212.png,6b626ea1d48259c4c51fa8d65ed5510ac33f2830a0e059bd03aa44f2ec8dca22,PNG,5760,2112,5585,2048,1768,0,,,,
00481,DIV8K/train_HR/0558.png,39534d02668b50ea36e4d631c2c5eec005acb45a6510c3a4ba0e5092fef8bba8,PNG,4416,6720,2048,3117,0,534,,,,
00482,DIV8K/train_HR/0227.png,672aaf98599363792de5a900ab3e25b20f4a005fef10f3d117a675ea09ff51db,PNG,5760,3840,3072,2048,512,0,,,,
00483,DIV8K/train_HR/1389.png,4ac99a0ebfe75f8a8f25fe6ba081a3c42d82974d54f433621b4924404ec0f705,PNG,6720,4032,3413,2048,682,0,,,,
00484,DIV8K/train_HR/1191.png,47f62ca11e53aceafcecea367fecf432f7864552636d5016470b586307d841d6,PNG,4416,6720,2048,3117,0,534,,,,
